,supplier,buyer,supplier_nace,buyer_nace
24907,31098,8512,39,39
24908,18077,29820,41,41
24909,24133,29820,41,41
24910,18077,15560,41,41
24911,18077,15188,41,62
24912,18077,5602,41,21
24913,20967,5602,42,21
24914,32779,5602,84,21
24915,18077,5712,41,42
24916,18077,25585,41,41
24917,18077,13409,41,41
24918,18077,1289,41,60
24919,18617,1289,62,60
24920,20903,1289,8,60
24921,31960,1289,62,60
24922,18077,7497,41,20
24923,19571,7497,71,20
24924,23131,7497,32,20
24925,25393,7497,41,20
24926,28075,7497,49,20
24927,18077,7794,41,41
24928,18077,29675,41,46
24929,18077,4777,41,48
24930,18077,27573,41,40
24931,18077,10285,41,58
24932,24586,10285,51,58
24933,18077,2113,41,41
24934,18077,3231,41,41
24935,18083,18454,84,70
24936,21316,18454,84,70
24937,27321,18454,59,70
24938,18083,11760,84,40
24939,18089,12158,41,42
24940,18092,3741,59,41
24941,22766,3741,42,41
24942,18109,3664,84,59
24943,18114,15370,40,71
24944,18115,31768,52,59
24945,18131,29593,56,14
24946,18135,33112,37,84
24947,18136,32630,41,84
24948,18136,26449,41,0
24949,18143,29164,23,68
24950,31075,29164,43,68
24951,18149,7641,84,59
24952,18156,11136,21,41
24953,18160,18073,56,40
24954,23073,18073,43,40
24955,18161,4296,58,41
24956,18164,15416,64,37
24957,18170,29054,41,41
24958,18178,13041,22,48
24959,18189,9052,40,72
24960,18189,15139,40,23
24961,22016,15139,32,23
24962,24293,15139,8,23
24963,18189,3499,40,43
24964,18189,1363,40,65
24965,18189,8836,40,40
24966,18189,15631,40,59
24967,18189,28738,40,41
24968,18189,877,40,74
24969,18189,13646,40,43
24970,20786,13646,8,43
24971,18189,5840,40,84
24972,18189,17944,40,70
24973,18196,14887,31,42
24974,26001,14887,84,42
24975,18202,8709,41,42
24976,18202,17649,41,37
24977,18202,7587,41,32
24978,29498,7587,41,32
24979,18202,31790,41,37
24980,18202,2440,41,39
24981,18202,22643,41,84
24982,18202,5581,41,59
24983,18202,2317,41,31
24984,18202,1958,41,42
24985,29036,1958,70,42
24986,18202,5397,41,41
24987,18202,9312,41,38
24988,18202,6701,41,8
24989,18206,6783,41,23
24990,18206,26132,41,60
24991,18208,19729,0,43
24992,18210,29550,64,39
24993,28691,29550,8,39
24994,28868,29550,70,39
24995,31926,29550,18,39
24996,18210,30702,64,41
24997,18213,19571,54,71
24998,18737,19571,61,71
24999,20625,19571,32,71
25000,18216,24384,41,43
25001,18216,14803,41,41
25002,18216,31129,41,84
25003,18221,14686,40,41
25004,18224,27490,40,20
25005,18224,6969,40,84
25006,18226,28100,39,62
25007,18227,32321,41,84
25008,18231,21852,41,41
25009,18232,1318,37,84
25010,18234,27498,18,9
25011,18234,8548,18,41
25012,18234,25377,18,42
25013,25484,25377,60,42
25014,18234,2937,18,42
25015,18234,10671,18,41
25016,18234,11413,18,41
25017,18234,26253,18,6
25018,18234,9662,18,43
25019,18234,17417,18,41
25020,18234,28500,18,9
25021,18234,10151,18,70
25022,18234,29109,18,14
25023,19293,29109,46,14
25024,18234,25898,18,61
25025,18234,29366,18,42
25026,18234,16515,18,84
25027,18234,14867,18,71
25028,18234,4530,18,54
25029,18234,23082,18,37
25030,18234,7324,18,39
25031,18234,5662,18,41
25032,18234,20937,18,42
25033,18298,20937,8,42
25034,18234,16417,18,49
25035,18234,7523,18,40
25036,18234,16996,18,32
25037,18234,5270,18,41
25038,24709,5270,54,41
25039,30335,5270,84,41
25040,18235,16713,15,31
25041,18236,29780,40,54
25042,18238,4237,19,59
25043,18246,1854,41,67
25044,18250,14860,41,41
25045,18260,7345,41,41
25046,29478,7345,41,41
25047,18260,6483,41,23
25048,26290,6483,40,23
25049,29930,6483,23,23
25050,18260,16278,41,37
25051,30656,16278,8,37
25052,18260,17979,41,0
25053,18263,15941,24,84
25054,18263,9457,24,72
25055,31949,9457,26,72
25056,18263,5071,24,42
25057,18267,2589,40,16
25058,18267,15026,40,70
25059,22858,15026,20,70
25060,18267,1620,40,65
25061,18267,26218,40,26
25062,18267,7218,40,46
25063,18267,31540,40,59
25064,20903,31540,8,59
25065,18270,23129,24,84
25066,24091,23129,43,84
25067,18273,21405,67,53
25068,26452,21405,24,53
25069,18281,20958,23,59
25070,18282,22733,20,84
25071,18288,29923,23,54
25072,18298,28348,8,41
25073,19334,28348,27,41
25074,19335,28348,41,41
25075,22764,28348,46,41
25076,23209,28348,43,41
25077,18308,30831,8,0
25078,18316,5764,8,20
25079,18318,1653,23,43
25080,22626,1653,84,43
25081,18325,5342,72,38
25082,18332,20622,37,42
25083,18348,13103,84,35
25084,18357,9678,62,40
25085,18358,9113,23,14
25086,18374,23537,72,62
25087,18374,18754,72,41
25088,18374,25401,72,54
25089,28154,25401,61,54
25090,18374,27751,72,41
25091,32660,27751,84,41
25092,18377,11667,0,8
25093,18392,7373,41,8
25094,29555,7373,40,8
25095,18401,22494,59,41
25096,18401,14230,59,14
25097,26726,14230,41,14
25098,27375,14230,40,14
25099,18401,33419,59,84
25100,18401,9010,59,59
25101,18401,8622,59,42
25102,18401,4491,59,41
25103,18401,2714,59,23
25104,18403,8104,71,42
25105,18407,3059,23,40
25106,18719,3059,43,40
25107,19312,3059,68,40
25108,20422,3059,42,40
25109,18415,11188,41,59
25110,18424,17376,8,21
25111,18431,2795,0,26
25112,18438,4552,40,64
25113,18446,4487,41,59
25114,18452,30770,83,37
25115,20629,30770,32,37
25116,29713,30770,35,37
25117,18474,29625,60,43
25118,18479,5344,70,0
25119,18480,8864,40,20
25120,24560,8864,59,20
25121,18480,4731,40,46
25122,20199,4731,39,46
25123,22395,4731,32,46
25124,22750,4731,38,46
25125,24020,4731,37,46
25126,28225,4731,32,46
25127,31047,4731,43,46
25128,18484,16753,42,42
25129,27529,16753,28,42
25130,18490,7369,40,41
25131,25378,7369,41,41
25132,18493,2322,59,54
25133,20796,2322,40,54
25134,23856,2322,32,54
25135,30507,2322,67,54
25136,18494,25315,61,62
25137,18497,977,39,41
25138,18507,12927,29,39
25139,19654,12927,41,39
25140,18509,23191,77,62
25141,18519,2106,71,59
25142,18519,24185,71,55
25143,18520,24019,41,37
25144,18520,8423,41,54
25145,18538,27284,71,43
25146,20625,27284,32,43
25147,18546,3320,59,12
25148,18564,4486,59,39
25149,18564,3642,59,53
25150,18570,15172,64,43
25151,18572,31401,84,72
25152,18579,18245,31,50
25153,18594,10900,41,84
25154,29926,10900,59,84
25155,18594,7632,41,20
25156,18594,345,41,48
25157,18596,16937,84,56
25158,18609,12426,64,84
25159,18610,21105,41,61
25160,18613,10598,41,41
25161,18627,21156,41,54
25162,18634,17409,48,43
25163,18635,5247,46,59
25164,18637,4507,18,64
25165,18638,11601,54,41
25166,20625,11601,32,41
25167,18644,19116,39,62
25168,28404,19116,8,62
25169,18645,5427,65,84
25170,18649,6381,61,24
25171,18649,32596,61,84
25172,18649,18396,61,22
25173,25483,18396,42,22
25174,18650,25462,59,61
25175,19679,25462,0,61
25176,18652,25890,39,41
25177,32121,25890,59,41
25178,18656,20694,62,0
25179,28281,20694,41,0
25180,28963,20694,41,0
25181,18658,6,59,20
25182,20709,6,29,20
25183,18660,16796,59,84
25184,18676,4659,33,84
25185,18692,24664,16,46
25186,29025,24664,41,46
25187,18694,21760,14,40
25188,32071,21760,0,40
25189,18706,16844,59,84
25190,18711,5448,41,68
25191,18717,12820,72,30
25192,18734,27476,25,42
25193,23211,27476,41,42
25194,18737,9453,61,63
25195,18739,30832,42,41
25196,18747,17403,62,64
25197,20285,17403,46,64
25198,18749,5216,70,37
25199,18750,25576,41,43
25200,18756,28797,61,41
25201,21773,28797,31,41
25202,25945,28797,59,41
25203,30758,28797,59,41
25204,18757,11652,41,43
25205,18758,11345,43,32
25206,18760,7594,70,37
25207,18768,23231,18,41
25208,18773,8813,64,25
25209,18773,25119,64,0
25210,22382,25119,71,0
25211,22395,25119,32,0
25212,18773,24839,64,71
25213,18787,10234,59,43
25214,18813,12212,43,42
25215,18814,20781,84,38
25216,18820,12291,41,62
25217,18820,14068,41,2
25218,18820,6091,41,43
25219,30834,6091,38,43
25220,18822,16409,84,40
25221,28691,16409,8,40
25222,29036,16409,70,40
25223,18822,6434,84,23
25224,30085,6434,41,23
25225,18822,15313,84,70
25226,18825,28340,77,84
25227,32566,28340,84,84
25228,18834,8625,84,41
25229,18841,23162,62,54
25230,18852,25220,73,59
25231,21833,25220,41,59
25232,18867,30683,50,59
25233,18867,28667,50,64
25234,22847,28667,41,64
25235,23610,28667,72,64
25236,28825,28667,9,64
25237,18874,19299,20,41
25238,18878,6740,39,72
25239,18879,10292,40,62
25240,18888,12822,59,84
25241,18896,23515,72,53
25242,18903,24158,26,59
25243,18903,9709,26,49
25244,19859,9709,41,49
25245,18918,12859,84,41
25246,18925,30329,42,31
25247,18934,810,41,84
25248,22016,810,32,84
25249,18955,8723,41,41
25250,22944,8723,40,41
25251,18962,11917,41,40
25252,18963,18284,28,26
25253,18966,10114,53,43
25254,18966,17828,53,42
25255,18966,7018,53,84
25256,18970,31803,41,9
25257,25588,31803,50,9
25258,18981,9988,25,84
25259,18987,5815,41,51
25260,18995,2085,84,38
25261,18997,31419,72,31
25262,18999,13763,43,14
25263,19000,16332,35,31
25264,19002,10791,49,56
25265,19004,2066,80,8
25266,19013,14494,84,41
25267,19013,9172,84,59
25268,19015,27749,12,8
25269,19019,17460,84,61
25270,19027,3876,8,39
25271,19030,9765,74,41
25272,19035,13007,40,59
25273,19035,13862,40,14
25274,19035,29684,40,41
25275,25317,29684,77,41
25276,26735,29684,42,41
25277,29478,29684,41,41
25278,19040,31865,42,26
25279,19043,10915,84,59
25280,19048,11067,23,12
25281,19049,837,62,84
25282,19053,3027,27,41
25283,25370,3027,40,41
25284,19057,2903,0,72
25285,19064,18441,84,40
25286,19067,16271,61,41
25287,28691,16271,8,41
25288,19068,7145,41,41
25289,19071,1800,32,37
25290,19083,24634,41,48
25291,19083,12097,41,37
25292,19083,27440,41,20
25293,19083,17098,41,41
25294,19083,29469,41,41
25295,19083,3102,41,59
25296,19083,16013,41,0
25297,30628,16013,18,0
25298,19086,30944,23,42
25299,19092,26002,41,40
25300,23500,26002,41,40
25301,19092,12464,41,40
25302,19095,32520,50,84
25303,20625,32520,32,84
25304,19097,13192,46,39
25305,19100,16579,26,64
25306,19101,13514,80,68
25307,19102,32195,39,41
25308,19102,8745,39,41
25309,19103,26252,52,54
25310,19106,32293,41,84
25311,19116,7868,62,84
25312,22681,7868,41,84
25313,19116,19932,62,59
25314,19146,11534,42,41
25315,19166,24188,64,84
25316,19166,29123,64,84
25317,19176,16349,31,59
25318,19176,3758,31,41
25319,19177,7646,18,49
25320,19179,20604,21,20
25321,19186,14696,59,42
25322,19196,5986,43,23
25323,19200,7434,26,20
25324,19203,18250,32,41
25325,22050,18250,22,41
25326,24341,18250,23,41
25327,19206,15847,22,0
25328,19217,15507,84,41
25329,19228,15401,41,8
25330,21541,15401,43,8
25331,25684,15401,84,8
25332,27585,15401,61,8
25333,31547,15401,41,8
25334,19228,13682,41,23
25335,19228,23747,41,60
25336,29402,23747,65,60
25337,19228,32407,41,84
25338,19228,12721,41,42
25339,19234,30924,84,49
25340,19235,22854,84,40
25341,19245,30894,72,23
25342,19256,17921,30,84
25343,19258,21226,68,42
25344,19281,10340,26,48
25345,19295,22487,54,39
25346,19301,27256,38,59
25347,19309,23244,20,71
25348,31886,23244,61,71
25349,19316,31380,40,72
25350,19316,28419,40,59
25351,19316,23999,40,41
25352,19321,19773,68,64
25353,19334,27020,27,84
25354,19334,16357,27,42
25355,19334,21205,27,32
25356,28935,21205,41,32
25357,29449,21205,25,32
25358,19334,13798,27,40
25359,19334,5400,27,50
25360,19334,17370,27,26
25361,19334,9764,27,84
25362,19334,31219,27,26
25363,19334,18740,27,41
25364,19356,30778,80,41
25365,19366,14689,64,62
25366,19368,2397,15,41
25367,19371,3630,54,1
25368,19373,4104,41,20
25369,19373,19831,41,41
25370,19373,9688,41,41
25371,19373,13017,41,20
25372,19373,31201,41,41
25373,19373,15,41,36
25374,19373,6171,41,16
25375,19373,11898,41,74
25376,19373,7062,41,61
25377,19373,11264,41,43
25378,19374,14661,41,43
25379,30379,14661,84,43
25380,19375,14334,39,39
25381,19375,32070,39,20
25382,19380,29648,41,0
25383,19381,10383,6,0
25384,19387,13556,41,41
25385,19387,1103,41,21
25386,19389,8708,59,59
25387,19400,10490,41,41
25388,19400,20543,41,0
25389,19404,25100,43,41
25390,24560,25100,59,41
25391,19404,9369,43,41
25392,19408,12273,8,14
25393,30388,12273,41,14
25394,19421,26193,20,37
25395,31936,26193,0,37
25396,32807,26193,84,37
25397,19421,31183,20,70
25398,19423,9489,41,42
25399,19423,1029,41,30
25400,19426,21579,72,43
25401,19427,29615,42,41
25402,29478,29615,41,41
25403,19432,23534,59,42
25404,19436,26954,41,42
25405,27030,26954,70,42
25406,28240,26954,8,42
25407,19443,28992,37,55
25408,19445,25218,18,31
25409,19448,12528,54,59
25410,19449,15855,39,39
25411,19466,5926,41,37
25412,19471,10901,41,41
25413,19475,4370,0,77
25414,19479,4374,23,70
25415,19480,24143,8,59
25416,19480,7656,8,59
25417,19482,30497,23,42
25418,19484,31526,33,39
25419,19487,3566,41,41
25420,19491,7714,8,0
25421,19493,19653,65,77
25422,19493,21172,65,41
25423,19495,5228,8,84
25424,19498,32693,41,84
25425,19498,14920,41,62
25426,19502,12168,39,41
25427,19504,14863,41,0
25428,19504,24793,41,64
25429,19506,16249,1,70
25430,19511,1462,59,23
25431,19515,13656,62,84
25432,25437,13656,64,84
25433,19520,1945,20,59
25434,19526,3061,37,72
25435,19529,5365,84,41
25436,19537,7474,0,42
25437,19537,856,0,35
25438,19545,22531,20,84
25439,20446,22531,64,84
25440,19548,11219,41,16
25441,19548,29517,41,74
25442,19550,13300,35,0
25443,19550,19805,35,46
25444,19554,28321,41,16
25445,19561,3912,40,8
25446,19561,14168,40,72
25447,19561,1396,40,64
25448,19561,27990,40,41
25449,19561,10044,40,41
25450,19567,26451,41,52
25451,22952,26451,46,52
25452,25050,26451,71,52
25453,31133,26451,54,52
25454,19567,1883,41,62
25455,19573,10737,41,59
25456,19578,12215,41,41
25457,19578,27076,41,41
25458,19597,3110,41,43
25459,19609,26586,0,61
25460,19623,6197,15,41
25461,19623,11789,15,21
25462,19623,25036,15,41
25463,19648,28420,41,40
25464,19654,15939,41,54
25465,23440,15939,9,54
25466,19654,9360,41,49
25467,19656,11341,59,41
25468,19658,8818,0,42
25469,22016,8818,32,42
25470,19660,22969,59,43
25471,19664,6851,41,59
25472,19664,23863,41,40
25473,20636,23863,41,40
25474,19664,24671,41,0
25475,32490,24671,84,0
25476,19664,19865,41,37
25477,19664,27688,41,36
25478,25029,27688,41,36
25479,19664,21905,41,70
25480,19666,28505,24,41
25481,33047,28505,84,41
25482,19672,210,41,72
25483,19685,9029,43,54
25484,19692,3656,41,35
25485,19692,31080,41,43
25486,19700,8007,1,54
25487,19704,2341,20,54
25488,19704,6228,20,39
25489,19707,31722,42,20
25490,22016,31722,32,20
25491,19708,32270,83,84
25492,19713,24756,32,41
25493,30392,24756,70,41
25494,19729,13419,43,20
25495,31780,13419,59,20
25496,19743,29596,31,1
25497,22238,29596,41,1
25498,19765,7236,41,72
25499,19765,28806,41,84
25500,19765,30961,41,42
25501,19765,25007,41,42
25502,19765,6854,41,37
25503,19765,18597,41,54
25504,19768,4535,64,42
25505,19770,9630,41,42
25506,19770,17449,41,41
25507,19770,1414,41,27
25508,19773,23897,64,41
25509,19774,12534,43,43
25510,19799,24812,42,58
25511,22016,24812,32,58
25512,19801,22171,21,35
25513,19801,28063,21,41
25514,27347,28063,49,41
25515,29608,28063,62,41
25516,19804,11989,20,84
25517,19806,13562,59,59
25518,19815,18126,48,40
25519,19821,32204,71,41
25520,19821,23075,71,71
25521,19821,21836,71,19
25522,26270,21836,40,19
25523,19834,24875,70,49
25524,19835,26504,1,0
25525,19837,5559,62,42
25526,19838,19687,8,42
25527,19838,5338,8,23
25528,23274,5338,41,23
25529,26952,5338,64,23
25530,27535,5338,46,23
25531,29478,5338,41,23
25532,19839,8742,59,43
25533,19842,30595,41,42
25534,19862,26728,82,47
25535,19866,10587,41,70
25536,19866,5787,41,37
25537,29384,5787,54,37
25538,19866,25497,41,37
25539,25630,25497,0,37
25540,19866,8441,41,59
25541,24371,8441,24,59
25542,19872,764,41,16
25543,19872,26972,41,42
25544,30900,26972,20,42
25545,19872,847,41,41
25546,28995,847,40,41
25547,19872,31017,41,41
25548,19877,21707,84,20
25549,19877,883,84,37
25550,19877,31298,84,37
25551,19884,677,21,84
25552,19890,27430,71,14
25553,26365,27430,41,14
25554,19901,1433,67,42
25555,19918,23472,37,42
25556,19919,23280,35,84
25557,19923,4832,50,84
25558,24572,4832,59,84
25559,19928,9653,72,60
25560,19930,22385,59,41
25561,19943,27793,62,70
25562,19961,10959,14,41
25563,19963,12154,41,30
25564,19972,16586,41,43
25565,19972,16907,41,41
25566,19972,591,41,41
25567,19975,30928,40,27
25568,20625,30928,32,27
25569,26301,30928,82,27
25570,33370,30928,84,27
25571,19991,27496,61,80
25572,19991,28323,61,59
25573,19996,16913,72,42
25574,20000,4921,41,84
25575,20000,7260,41,71
25576,26589,7260,41,71
25577,20000,820,41,54
25578,20000,1014,41,42
25579,20000,29255,41,80
25580,20000,4902,41,50
25581,20000,27662,41,41
25582,20000,8520,41,41
25583,21596,8520,70,41
25584,28580,8520,41,41
25585,20016,29063,84,41
25586,20035,25699,70,41
25587,20041,16469,37,14
25588,20042,17803,26,84
25589,20045,6650,42,51
25590,20046,6716,61,37
25591,20059,4039,41,56
25592,20086,31583,84,16
25593,20087,26744,41,41
25594,29729,26744,47,41
25595,20087,19644,41,46
25596,20100,26970,41,71
25597,20100,23353,41,68
25598,20100,31427,41,35
25599,20100,30716,41,37
25600,20100,218,41,54
25601,20116,11322,37,49
25602,20119,1789,72,21
25603,20128,4646,83,80
25604,20138,30053,59,32
25605,25388,30053,41,32
25606,20140,19776,43,41
25607,20780,19776,26,41
25608,28589,19776,40,41
25609,30525,19776,84,41
25610,20155,5823,43,18
25611,20163,31913,84,37
25612,20189,20158,72,84
25613,23696,20158,70,84
25614,20235,24345,83,41
25615,29831,24345,59,41
25616,20237,8526,41,59
25617,20239,23670,37,59
25618,32423,23670,84,59
25619,20257,7885,54,42
25620,20258,17820,41,84
25621,33234,17820,84,84
25622,20258,5264,41,11
25623,20258,29522,41,44
25624,20258,8656,41,42
25625,20258,27464,41,41
25626,20271,14690,84,41
25627,25162,14690,39,41
25628,20272,12873,26,23
25629,21870,12873,37,23
25630,32396,12873,84,23
25631,20277,12013,54,40
25632,20277,23912,54,41
25633,20279,481,35,84
25634,20284,17014,41,70
25635,30869,17014,41,70
25636,20297,12590,0,40
25637,20306,19651,68,59
25638,25596,19651,8,59
25639,20310,20883,41,84
25640,25476,20883,56,84
25641,20310,3599,41,61
25642,20310,29620,41,70
25643,20310,11438,41,49
25644,20319,15122,59,42
25645,20319,22859,59,40
25646,20325,25638,41,84
25647,20357,30808,37,23
25648,20367,12496,41,84
25649,20378,2426,62,59
25650,20394,5190,84,70
25651,20397,15534,59,23
25652,20404,14556,64,30
25653,21205,14556,32,30
25654,31444,14556,67,30
25655,20405,3834,72,41
25656,20417,20499,70,54
25657,20437,27417,39,40
25658,20457,13966,54,41
25659,27970,13966,59,41
25660,20472,7805,41,74
25661,20489,8808,84,84
25662,25421,8808,0,84
25663,20491,4499,39,14
25664,20498,30207,65,26
25665,20506,26674,84,21
25666,20537,22258,70,41
25667,20544,12823,41,54
25668,22864,12823,35,54
25669,20544,21832,41,41
25670,20547,12021,64,70
25671,20548,5324,46,41
25672,20548,15572,46,54
25673,20559,14861,39,56
25674,20573,13981,60,0
25675,20582,20962,20,41
25676,20583,8940,41,64
25677,20583,13642,41,48
25678,20583,17873,41,54
25679,22193,17873,84,54
25680,22395,17873,32,54
25681,20583,13607,41,67
25682,20584,30080,39,32
25683,20585,9063,37,42
25684,20590,12840,41,42
25685,20590,18267,41,40
25686,33408,18267,84,40
25687,20590,27318,41,35
25688,20592,1227,41,23
25689,20595,22142,35,52
25690,25000,22142,18,52
25691,20596,6071,64,24
25692,20596,16949,64,42
25693,20596,22843,64,83
25694,20598,12691,43,31
25695,25512,12691,43,31
25696,20598,17202,43,20
25697,23443,17202,84,20
25698,29502,17202,41,20
25699,20606,290,51,38
25700,20608,17914,40,41
25701,20609,23926,27,26
25702,20610,25302,20,43
25703,21508,25302,84,43
25704,20613,15564,9,59
25705,22342,15564,64,59
25706,26619,15564,59,59
25707,20615,23945,41,39
25708,28631,23945,41,39
25709,20619,4416,41,71
25710,20620,3423,59,46
25711,22016,3423,32,46
25712,20625,6164,32,84
25713,20625,29975,32,20
25714,25363,29975,46,20
25715,32869,29975,84,20
25716,20625,3173,32,40
25717,20625,8618,32,41
25718,20625,19673,32,23
25719,20625,20135,32,0
25720,20625,7638,32,0
25721,20625,7676,32,22
25722,20625,3185,32,41
25723,20625,13306,32,84
25724,20625,20586,32,41
25725,20625,16394,32,0
25726,20625,23836,32,0
25727,20625,21193,32,68
25728,20625,631,32,23
25729,20625,23281,32,84
25730,20625,25703,32,48
25731,20625,25038,32,70
25732,20625,10013,32,50
25733,20629,26852,32,61
25734,20629,11790,32,41
25735,21952,11790,41,41
25736,20629,27551,32,41
25737,20629,17858,32,35
25738,20629,11769,32,20
25739,20636,2020,41,32
25740,30130,2020,59,32
25741,20640,8744,65,42
25742,20650,14323,1,64
25743,20650,18417,1,25
25744,20659,29431,6,59
25745,20660,30751,28,40
25746,20663,18505,42,42
25747,20668,28785,8,40
25748,20668,17902,8,42
25749,20669,285,42,43
25750,20669,8333,42,26
25751,20669,28200,42,37
25752,20669,15428,42,53
25753,20669,14719,42,0
25754,20669,31534,42,61
25755,20669,6042,42,84
25756,20670,29479,35,41
25757,20672,8563,35,43
25758,20672,28731,35,55
25759,20672,4540,35,43
25760,20672,22079,35,59
25761,20673,13033,59,59
25762,20676,23858,61,42
25763,20681,20822,67,9
25764,24271,20822,50,9
25765,20694,17340,0,26
25766,20701,2012,40,43
25767,20715,9235,46,70
25768,20722,5778,23,63
25769,20734,18699,55,75
25770,20737,31175,56,41
25771,20737,18338,56,49
25772,29807,18338,65,49
25773,20738,16963,54,39
25774,33096,16963,84,39
25775,20741,10412,25,41
25776,27086,10412,41,41
25777,20745,25878,41,71
25778,20754,23218,38,59
25779,20757,6039,23,71
25780,20760,17182,27,41
25781,26106,17182,59,41
25782,20761,1969,39,55
25783,20761,3542,39,43
25784,20764,22028,59,40
25785,20786,14962,8,0
25786,20796,29813,40,61
25787,20796,14161,40,37
25788,20796,17361,40,24
25789,20802,1393,84,70
25790,20803,18879,40,40
25791,20803,7298,40,41
25792,20803,12692,40,43
25793,22395,12692,32,43
25794,20815,14836,41,41
25795,20823,5160,43,42
25796,20826,20878,35,40
25797,20827,4835,41,43
25798,20832,19952,35,72
25799,20832,25236,35,59
25800,20845,14772,41,42
25801,20845,15454,41,49
25802,20845,6611,41,61
25803,20845,18544,41,54
25804,20851,12723,23,54
25805,20852,27536,41,72
25806,25378,27536,41,72
25807,20859,26434,43,38
25808,20870,4527,62,41
25809,20870,1013,62,42
25810,20880,22731,41,63
25811,32021,22731,67,63
25812,20887,24541,72,71
25813,21327,24541,84,71
25814,20903,9471,8,61
25815,20903,7658,8,42
25816,20903,13567,8,38
25817,20908,22325,61,41
25818,20908,25686,61,48
25819,20909,3368,59,23
25820,20910,14768,0,41
25821,20927,11832,46,42
25822,25858,11832,18,42
25823,20936,10906,8,64
25824,20949,762,72,41
25825,20958,6447,59,14
25826,20960,20771,41,24
25827,20961,24905,32,38
25828,20963,21118,0,59
25829,20967,16251,42,24
25830,30869,16251,41,24
25831,20969,20784,42,23
25832,20972,30338,70,43
25833,20973,28506,46,40
25834,20978,4397,59,41
25835,20993,6628,59,41
25836,20999,20715,43,46
25837,20999,10226,43,23
25838,23426,10226,41,23
25839,21007,9342,59,37
25840,31695,9342,68,37
25841,21014,19080,0,38
25842,21021,9504,20,62
25843,21023,20786,35,8
25844,21029,10867,41,22
25845,21030,1009,39,42
25846,21035,16553,35,59
25847,21041,12517,26,42
25848,21046,16917,84,23
25849,25908,16917,84,23
25850,21056,30766,41,42
25851,21056,22061,41,41
25852,21057,19461,61,25
25853,21068,8316,32,41
25854,21068,27332,32,41
25855,21080,16199,20,41
25856,21080,29443,20,23
25857,21080,28020,20,84
25858,21081,5456,59,31
25859,32157,5456,41,31
25860,21085,1409,70,77
25861,31176,1409,37,77
25862,21086,20657,59,41
25863,22150,20657,54,41
25864,21094,31349,41,41
25865,21094,20959,41,40
25866,22016,20959,32,40
25867,21097,26754,54,23
25868,21102,28371,43,33
25869,29452,28371,54,33
25870,21133,21894,53,32
25871,24750,21894,72,32
25872,27287,21894,62,32
25873,27306,21894,67,32
25874,21139,17133,84,78
25875,21145,20655,42,56
25876,21159,9099,8,41
25877,21166,19301,60,38
25878,21201,22204,20,54
25879,21202,14596,20,0
25880,21205,23736,32,59
25881,21205,4973,32,0
25882,21205,21772,32,41
25883,21205,27270,32,0
25884,21205,21560,32,23
25885,21205,19591,32,43
25886,21216,29362,41,41
25887,21238,22162,84,41
25888,32261,22162,84,41
25889,21241,3511,55,37
25890,21672,3511,41,37
25891,23323,3511,43,37
25892,21241,30244,55,72
25893,21245,16083,39,43
25894,21245,1514,39,41
25895,26745,1514,40,41
25896,21249,1494,72,41
25897,21250,27265,40,41
25898,21252,30786,37,40
25899,21265,8797,41,64
25900,21271,25783,16,46
25901,21278,31169,55,41
25902,21278,27585,55,61
25903,21283,26651,62,84
25904,21285,15512,41,70
25905,21291,14215,41,37
25906,21296,26064,41,41
25907,21302,20091,84,71
25908,21308,17616,84,39
25909,21313,27741,39,40
25910,21327,25050,84,71
25911,24559,25050,64,71
25912,26234,25050,56,71
25913,27034,25050,84,71
25914,21327,9218,84,84
25915,21329,654,55,40
25916,21341,25847,60,62
25917,21377,16561,43,46
25918,21384,13951,54,24
25919,21405,20895,53,39
25920,28612,20895,42,39
25921,21406,22987,64,59
25922,21849,22987,24,59
25923,21412,32699,59,84
25924,21423,26943,54,84
25925,21427,22303,42,41
25926,21429,29873,59,59
25927,21439,2906,43,54
25928,21446,14694,21,47
25929,21446,26857,21,59
25930,21446,20887,21,72
25931,21459,7427,43,36
25932,30460,7427,70,36
25933,21469,4940,53,40
25934,25378,4940,41,40
25935,21469,28082,53,23
25936,21469,22937,53,28
25937,21469,22990,53,31
25938,21469,5653,53,42
25939,21471,31836,21,41
25940,21471,24018,21,15
25941,21471,18203,21,26
25942,22364,18203,40,26
25943,21471,17537,21,40
25944,21471,20241,21,41
25945,21476,13018,23,42
25946,21481,16947,59,39
25947,21481,11658,59,16
25948,21481,53,59,41
25949,21506,28809,84,84
25950,21535,15530,22,40
25951,21546,13361,41,49
25952,21546,16099,41,62
25953,21552,12122,59,60
25954,21554,29092,43,54
25955,21563,10379,59,67
25956,21572,1082,63,42
25957,29433,1082,40,42
25958,21574,603,6,72
25959,21574,11648,6,0
25960,24293,11648,8,0
25961,29732,11648,72,0
25962,30447,11648,41,0
25963,21581,5955,84,67
25964,21587,20208,59,40
25965,21590,19260,59,42
25966,21597,12339,47,9
25967,24517,12339,39,9
25968,27773,12339,41,9
25969,29826,12339,41,9
25970,21598,9942,70,42
25971,21605,3578,41,42
25972,21608,15845,59,62
25973,25724,15845,39,62
25974,21608,1422,59,83
25975,21623,4544,64,84
25976,21625,6449,41,32
25977,21629,21166,23,60
25978,21633,13226,61,84
25979,21648,10239,0,42
25980,21655,23185,62,40
25981,21668,27258,41,69
25982,21676,27757,41,43
25983,21680,11294,27,29
